id1	text	label	triples	id2
text_3716	呀果真是刘佳童鞋？我看着头像照片就觉得像	1	[['享受公司的朋友', '像', 'MotivatedByGoal'], ['更好的理解', '像', 'MotivatedByGoal'], ['照片', '好漂亮', 'CapableOf']]	[2, 2, 1]
text_3717	viviennealan大麦摇滚	0	[]	[]
text_3718	trend版看上去更青春活力，采用涂黑b柱及c住、镀铬式门框、车门后视镜。	1	[]	[]
text_3719	是啊。建议公司在年底的时候招点退伍军人	2	[['焦虑症者', '公司', 'HasSubevent'], ['下降的', '公司', 'HasSubevent'], ['公司', '讨厌上司', 'HasSubevent'], ['公司', '防小人', 'HasSubevent'], ['公司', '银器丢失', 'HasSubevent'], ['公司', '介于刺激与反应之间的时间', 'Causes'], ['公司', '不幸的', 'SimilarTo']]	[2, 2, 1, 1, 1, 1, 1]
text_3720	吴克群操刀改编宁波版江南style	0	[]	[]
text_3721	现在接连有上市公司入局，背后的商业逻辑是什么？	2	[['不透明物体在任何光线下都有阴影', '现在', 'HasProperty']]	[2]
text_3722	雍和宫是雍正皇帝做王爷的时候的府邸，因乾隆皇帝也是出生于此，因此雍和宫又被称为潜龙邸。	0	[]	[]
text_3723	鲁能刘金东比赛的前一天杜威父亲走了，看到匆匆赶回的杜威让我触景生情。	0	[]	[]
text_3724	对的对的，你手好点没有哦？她又切喝酒切鸟	2	[['喝酒', '发疯', 'MotivatedByGoal'], ['喝酒', '心情差', 'MotivatedByGoal'], ['喝酒', '逃避这世界', 'MotivatedByGoal'], ['喝酒', '难过', 'MotivatedByGoal']]	[1, 1, 1, 1]
text_3725	来之前以为总统府就是蒋介石办公的地方，来了之后我才知道是我yooyoungtoosimple。	0	[]	[]
text_3726	卡帕多起亚石头屋的豪华版，烧木柴的壁炉有感脚的	1	[['壁炉', '使家庭健康', 'CapableOf'], ['壁炉', '创建舒适的家', 'UsedFor'], ['壁炉', '浪漫的冬夜', 'UsedFor'], ['壁炉', '温暖的冬天', 'UsedFor'], ['壁炉', '看上去不错', 'UsedFor'], ['壁炉', '获取温暖', 'UsedFor'], ['壁炉', '装饰建筑效果', 'UsedFor'], ['木柴', '用木芯片获得命中', 'HasSubevent'], ['烧', '帮助冷却汽车发动机', 'UsedFor'], ['石头', '使其耐用', 'UsedFor'], ['石头', '建造坚固的建筑物', 'UsedFor'], ['脚', '打开水龙头', 'UsedFor']]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
text_3727	其下部为象征古城墙的12米高台座，分为两级。	0	[]	[]
text_3728	2012伦敦奥运会开幕式：7月28日凌晨4点开始	0	[]	[]
text_3729	那就住你家里，你烧饭给我吃，你老公陪我打游戏	2	[['家里', '依赖父母', 'HasSubevent']]	[1]
text_3730	灰白之约-紫瀟eyre-76:哎。。。	0	[]	[]
text_3731	VictoriaBeckham中国粉丝会[317]一家又出门啦	0	[]	[]
text_3732	我终于还是再买了别的航班的机票。幸好还有一个座位。	1	[['买', '开心', 'HasSubevent'], ['买', '看赠品', 'HasSubevent'], ['买', '获得回扣', 'HasSubevent'], ['买', '选择喜欢的歌', 'HasSubevent'], ['座位', '更舒适的人', 'HasProperty']]	[1, 1, 1, 1, 1]
text_3733	哦，你今天是耍了什么心机？还是被耍了心机？	1	[]	[]
text_3734	我上数学课倒数25分钟，哈哈哈，隔5分钟画在本子上	1	[['数学课', '坚韧的', 'HasProperty'], ['画', '使房子更漂亮', 'UsedFor'], ['画', '混合新颜色', 'HasSubevent'], ['画', '制作美丽的图片', 'Causes'], ['画', '使油漆对象更漂亮', 'Causes'], ['画', '讨人喜欢的眼睛', 'UsedFor'], ['画', '普通人创建额外的图像', 'Causes'], ['画', '变得更有特色', 'UsedFor']]	[1, 1, 1, 1, 1, 1, 1, 1]
text_3735	一汽-大众轿车二厂配备了世界上很多先进设备。	1	[['简要的', '很多', 'SimilarTo'], ['很多', '简明的', 'SimilarTo'], ['很多', '简要的', 'SimilarTo'], ['世界', '一系列光彩夺目的东西', 'AtLocation'], ['世界', '变得更美好', 'Desires'], ['世界', '圆形和大多数高温水', 'HasProperty'], ['世界', '推进科技发展', 'Desires'], ['世界', '既美丽又笨拙', 'HasProperty'], ['世界', '解决温室效应', 'Desires']]	[2, 1, 1, 1, 1, 1, 1, 1, 1]
text_3736	佟丽娅中文网:湖南卫视春晚2013	0	[]	[]
text_3737	啥行为艺术？只看到一堆人和两条白色的横幅	2	[['不受污染', '白色', 'HasSubevent'], ['看到', '不屑', 'HasSubevent'], ['看到', '说无聊', 'HasSubevent']]	[2, 1, 1]
text_3738	晴日碧海蓝天，阴雨天海天浑然一色，身处其中似乎是另一个星球。	1	[]	[]
text_3739	恩，你是在那个城市呢？我准备下次去和你好好谈谈	1	[['准备', '好成绩', 'MotivatedByGoal'], ['城市', '开发垃圾回收计划', 'CapableOf'], ['那个', '令人愉快的', 'HasProperty']]	[1, 1, 1]
text_3740	新华体育德国的巴赫当选为国际奥委会主席。	0	[]	[]
text_3741	可是那天晚上就是做了个我们三个陷入困境啊。。	2	[['想事情', '晚上', 'MotivatedByGoal'], ['可是', '每时每刻的尴尬', 'CapableOf']]	[2, 1]
text_3742	外滩白渡桥好像是白白让你渡桥不要钱，就叫白渡桥了。。。	1	[['不追求名牌', '钱', 'MotivatedByGoal'], ['跟朋友借', '钱', 'MotivatedByGoal'], ['比赛拿奖金', '钱', 'MotivatedByGoal'], ['去当明星', '钱', 'MotivatedByGoal'], ['买保险', '钱', 'MotivatedByGoal'], ['有企业道德', '钱', 'MotivatedByGoal'], ['钱', '漂亮的屋子', 'MotivatedByGoal']]	[2, 2, 2, 2, 2, 2, 1]
text_3743	200元押金，20元2.5小时，超时会扣费。	0	[]	[]
text_3744	在家前日好出门也不难明天无雾霾大吉大利	1	[['希望内', '明天', 'SimilarTo'], ['找朋友', '出门', 'MotivatedByGoal'], ['整理仪容', '出门', 'MotivatedByGoal'], ['出门', '心情愉悦', 'MotivatedByGoal'], ['出门', '开心', 'MotivatedByGoal'], ['出门', '找朋友', 'MotivatedByGoal'], ['出门', '精神好', 'Causes'], ['出门', '开心', 'Causes'], ['在家', '跟亲人聚会', 'CapableOf']]	[2, 2, 2, 1, 1, 1, 1, 1, 1]
text_3745	真的吗真的吗这是真的吗这真的真的是真的吗	2	[]	[]
text_3746	等明天合磁完了就要开怎么手术了，哎哎……	2	[['无精打采的', '手术', 'SimilarTo'], ['检查有没有坏', '开', 'MotivatedByGoal'], ['手术', '无精打采的', 'SimilarTo']]	[2, 2, 1]
text_3747	我一直以为是让姑娘们穿戴一新，让小伙们心里一亮……	1	[]	[]
text_3748	额一张机票是出去找呢还是送人出去异国恋呢好友们上吧	1	[['找', '体贴的老公', 'MotivatedByGoal']]	[1]
text_3749	请在这里发表观点，或登陆腾讯微信中国之声语音留言。	0	[]	[]
text_3750	噢耶，我记住啦，咪走鸡吖，我要去西关人家饮	1	[]	[]
text_3751	是啊，是啊，仿佛回到从前，什么时候老友再聚	1	[]	[]
text_3752	钟表馆，这次没去，却记得央视拍过一个相关的纪录片，很火。	1	[['与朋友聊天', '记得', 'HasSubevent'], ['与朋友聊天', '钟表', 'Causes'], ['记得', '其他受试者的头脑清晰', 'HasSubevent'], ['记得', '有愉快的想法', 'HasSubevent'], ['记得', '自觉回忆', 'HasSubevent'], ['记得', '新发现', 'HasSubevent'], ['记得', '出现', 'HasSubevent'], ['记得', '揭示', 'HasSubevent']]	[2, 2, 1, 1, 1, 1, 1, 1]
text_3753	视频-女子团体射箭决赛中国1环惜败韩国摘银	2	[]	[]
text_3754	6，不足之处，通往港口镇的那条桥经常堵车，特别是吃饭时段。	0	[]	[]
text_3755	创业者乐视控股回应贾跃亭夫妇资产被冻结伟大企业的创始人，往往都会赋予企业及团队极强的创始基因；	2	[['焦虑症者', '团队', 'Causes'], ['被人嘲笑', '被', 'HasSubevent'], ['被', '被家长责备', 'Causes'], ['企业', '比其他座位贵', 'HasProperty'], ['企业', '比长途汽车贵', 'HasProperty']]	[2, 2, 1, 1, 1]
text_3756	言论自由嘛。。。不过我也不想一群人去回刷他	2	[]	[]
text_3757	我估计就是天气太热的缘故，至于是不是等着调查原因	2	[['定罪怀疑犯罪', '调查', 'HasSubevent'], ['生气', '太热', 'MotivatedByGoal'], ['睡过头', '等', 'Causes'], ['太热', '会坏掉', 'Causes'], ['太热', '发牢骚', 'Causes']]	[2, 2, 2, 1, 1]
text_3758	这个应该是隐秘在初溪土楼中的那座文物级建筑。	1	[]	[]
text_3759	哈哈哈，那个时候我记得我是演一个猥琐男吧？	1	[['与朋友聊天', '记得', 'HasSubevent'], ['记得', '其他受试者的头脑清晰', 'HasSubevent'], ['记得', '有愉快的想法', 'HasSubevent'], ['记得', '自觉回忆', 'HasSubevent'], ['记得', '出现', 'HasSubevent'], ['记得', '新发现', 'HasSubevent'], ['记得', '揭示', 'HasSubevent'], ['那个', '令人愉快的', 'HasProperty']]	[2, 1, 1, 1, 1, 1, 1, 1]
text_3760	多年前骑行来的感觉全没了完全商业化了	2	[]	[]
text_3761	而且，这些广告的受众绝大部分不在这个校园，做给谁看，又因此多了多少听众呢？东南大学BBS	2	[['听众', '喜剧演员的笑话', 'CapableOf'], ['广告', '不良效应', 'Causes'], ['广告', '刺激的', 'HasProperty'], ['广告', '可依赖的', 'HasProperty'], ['广告', '显示产品人员', 'UsedFor']]	[1, 1, 1, 1, 1]
text_3762	粽粽粽粽粽粽粽:………眉毛神:。。	0	[]	[]
text_3763	如果不是中法建交五十年不会请苏菲玛索，如果不是李敏镐签了华谊也不会让他来	0	[]	[]
text_3764	倪萍是那个年代的回忆，今天和以后是不会再有的，她像家里的姑姑，姥姥家的舅妈。	1	[['享受公司的朋友', '像', 'MotivatedByGoal'], ['更好的理解', '像', 'MotivatedByGoal'], ['想念的时候', '回忆', 'HasSubevent'], ['想念', '回忆', 'HasSubevent'], ['熟悉的气味', '回忆', 'Causes'], ['想念', '回忆', 'Causes'], ['回忆', '珍惜过去', 'Causes'], ['回忆', '很思念', 'Causes'], ['回忆', '想念', 'Causes'], ['家里', '安稳的入睡', 'HasSubevent'], ['家里', '帮忙作家事', 'HasSubevent'], ['家里', '很开心', 'HasSubevent'], ['家里', '放轻松休息', 'HasSubevent']]	[2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]
text_3765	乐视网新任董事长孙宏斌的使命如果说，今年1月融创入股乐视，是主动的战略投资，那么，仅仅半年后，孙宏斌已经不得不被迫来替贾跃亭收拾乐视债务危机的烂摊子。	1	[['乐意的', '不得不', 'SimilarTo'], ['信用卡支付', '债务', 'Causes'], ['信用卡支付', '债务', 'HasSubevent'], ['打开业务', '债务', 'Causes'], ['不得不', '乐意的', 'SimilarTo'], ['债务', '但必须非常小心', 'CapableOf'], ['投资', '一大笔财富', 'MotivatedByGoal'], ['投资', '富有的生活', 'MotivatedByGoal'], ['董事长', '培训接班人', 'Desires']]	[2, 2, 2, 2, 1, 1, 1, 1, 1]
text_3766	11月4日，CCTV5体育人间节目播出叠滘龙船文化。	0	[]	[]
text_3767	原文评论[411]转发理由:该洗走已经洗走了，那个电动车项目基本洗完了，上市公司欠的债全是贾总私人借款，如果不出意外，未来几年乐视还是给贾总打工bbscamera:剩点儿是点儿。。。	2	[['不要堕落', '未来', 'MotivatedByGoal'], ['打工', '到垃圾', 'HasSubevent'], ['打工', '挥霍', 'MotivatedByGoal'], ['打工', '消磨时间', 'MotivatedByGoal'], ['项目', '专门化应用', 'MotivatedByGoal'], ['项目', '制造误差', 'HasSubevent'], ['项目', '变得沮丧', 'HasSubevent'], ['项目', '改正有毛病部分', 'HasSubevent']]	[2, 1, 1, 1, 1, 1, 1, 1]
text_3768	等你回武汉也做给我们吃一哈，尝尝你的厨艺。	1	[]	[]
text_3769	议个屁啊，这帮爷把你艺会照样拆了。我就服警爷城管爷	2	[]	[]
text_3770	，我很想笑，创业要像买股票一样简单就好了，投资就是投资预期，如没达到你想要的预期，你就结束走人就是了，何必??	1	[['享受公司的朋友', '笑', 'HasSubevent'], ['很快乐', '笑', 'HasSubevent'], ['告白成功', '笑', 'HasSubevent'], ['开心的时候', '笑', 'HasSubevent'], ['表达多么有趣', '笑', 'HasSubevent'], ['愉快的', '笑', 'HasSubevent'], ['享受公司的朋友', '像', 'MotivatedByGoal'], ['愉快的', '像', 'Causes'], ['更好的理解', '像', 'MotivatedByGoal'], ['有趣的招待', '像', 'Causes'], ['赠送礼物', '像', 'MotivatedByGoal'], ['打造更美好的世界', '想', 'HasSubevent'], ['更好地理解', '想', 'HasSubevent'], ['创意', '想', 'HasSubevent'], ['排队等候', '想', 'HasSubevent'], ['发现真相', '结束', 'Causes'], ['开心', '结束', 'MotivatedByGoal'], ['有成就感', '结束', 'MotivatedByGoal'], ['精神病医师', '结束', 'CapableOf'], ['精神病学家', '结束', 'CapableOf'], ['变得干净', '预期', 'MotivatedByGoal'], ['赠送礼物', '想要', 'HasSubevent'], ['听歌唱', '想要', 'Causes'], ['喜欢', '想要', 'Causes'], ['获得', '想要', 'MotivatedByGoal'], ['告白成功', '很', 'Causes'], ['打开音响', '很', 'HasSubevent'], ['快乐的', '好', 'Causes'], ['笑', '很开心', 'HasSubevent'], ['想', '问题可以解决', 'HasSubevent'], ['想', '发现真理的力量', 'HasSubevent'], ['想', '解决', 'HasSubevent'], ['想要', '认真努力', 'Causes'], ['想要', '追求', 'Causes'], ['想要', '渴望', 'Causes'], ['买', '开心', 'HasSubevent'], ['买', '看赠品', 'HasSubevent'], ['买', '获得回扣', 'HasSubevent'], ['买', '选择喜欢的歌', 'HasSubevent'], ['投资', '一大笔财富', 'MotivatedByGoal'], ['投资', '变现回报', 'CapableOf'], ['投资', '回报利润', 'CapableOf'], ['投资', '增加财富', 'CapableOf'], ['投资', '富有的生活', 'MotivatedByGoal'], ['股票', '一夜致富', 'Causes'], ['股票', '更换信仰的', 'CapableOf'], ['股票', '经济起飞', 'Causes']]	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
text_3771	发表了博文掘金俄罗斯-2012-08-1300:54:34来源：国际金融报作者:陈偲IC图北京时间8月13日凌晨，伦敦奥运会闭幕式在伦敦碗上演。	0	[]	[]
text_3772	国情不同，他们的官是仆人，我们的官是主人。	0	[]	[]
text_3773	爱的海芋花田:转发微博BTV文艺频道	0	[]	[]
text_3774	古德寺不大，香客也不是很多，但是很有古寺庙的感觉。	1	[['创建赫尔波瑟人', '感觉', 'Causes'], ['维护健康', '感觉', 'Causes'], ['打开音响', '很', 'HasSubevent']]	[2, 2, 2]
text_3775	天声一队王雯:『遊漆撈王』『搖滾詩人』湖南卫视春晚2013	0	[]	[]
text_3776	昨晚几个92、93、96的广院校友聚会，最后又提到了曹晴	1	[['群体朋友', '聚会', 'AtLocation'], ['旧时狂欢节或庆祝场合抛撒的', '聚会', 'AtLocation'], ['聚会', '温顺的朋友', 'UsedFor'], ['聚会', '庆祝父亲生日', 'UsedFor'], ['聚会', '庆祝积极事件', 'UsedFor'], ['聚会', '庆祝无疼痛感', 'UsedFor'], ['聚会', '朋友的手', 'AtLocation']]	[2, 2, 1, 1, 1, 1, 1]
text_3777	那年我在北京的奥运会，那年我还会通宵去夜店，那年我还扮过猫女。	0	[]	[]
text_3778	中国第23金：陈定走出金牌，王镇夺得铜牌	0	[]	[]
text_3779	转发了Vista看天下的微博:建行称95客户已恢复额度乐视前员工：我们决定去销户7月26日，建行称95客户已恢复额度。	1	[['衷心的敬意', '决定', 'HasSubevent'], ['购买新鲜水果和蔬菜', '称', 'HasSubevent'], ['决定', '成功获得有利可图的成果', 'CapableOf'], ['员工', '更多的福利', 'Desires'], ['员工', '稳定的工作', 'Desires'], ['员工', '认真工作', 'CapableOf'], ['员工', '领奖金', 'Desires'], ['员工', '首选老板提高', 'HasProperty'], ['员工', '有体贴的老闆', 'Desires'], ['员工', '开心的上班', 'Desires'], ['客户', '优惠提示', 'CapableOf'], ['客户', '需求满足', 'CapableOf'], ['客户', '需求良好服务', 'CapableOf'], ['转发', '向前跌倒时保护自己', 'UsedFor']]	[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
text_3780	那我女儿没生的时候。你看我的脸，是女儿儿子呢？	2	[]	[]
text_3781	现在有了单车，出了地铁，刷个二维码，随着GPS骑着单车走就到了。	0	[]	[]
text_3782	也不知铁道部咱个就选这么个人出来充当发言人	2	[]	[]
text_3783	你新疆坐大巴坐出瘾了是不是。你是出游无大巴不欢啊。	2	[]	[]
text_3784	先有大昭寺后有布达拉宫，释迦牟尼佛像	1	[]	[]
text_3785	没有，因为她们去看电影了，后来回漕宝路了呀	2	[['电影', '图书馆', 'AtLocation'], ['电影', '结束悲伤', 'CapableOf'], ['电影', '阿图特尔', 'AtLocation']]	[1, 1, 1]
text_3786	邢惠子DM-DANCE刘波DMdance波波1600蔡彧	0	[]	[]
text_3787	潮汕美食之栀粿，潮汕端午节有吃栀粿的习俗。	0	[]	[]
text_3788	当时坐在公交车上，看到那个场景，真想跳下公车，跑去看看。	1	[['受过良好教养的受过严格训练的人', '跑', 'Desires'], ['受过良好教养的人', '跑', 'Desires'], ['战斗敌人', '跑', 'HasSubevent'], ['锻炼', '跑', 'HasSubevent'], ['获得物理活性', '跑', 'HasSubevent'], ['获取物理活动', '跑', 'HasSubevent'], ['兴奋', '跳', 'HasSubevent'], ['打开电视', '看到', 'Causes'], ['跑', '成为物理上合适的', 'MotivatedByGoal'], ['跳', '增强腿部肌肉', 'CapableOf'], ['公交车', '乘客舒适度', 'UsedFor'], ['公车', '找朋友一起去', 'UsedFor'], ['公车', '方便的交通', 'CapableOf'], ['公车', '礼让孕妇', 'HasSubevent'], ['那个', '令人愉快的', 'HasProperty']]	[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]
text_3789	中秋我不回家了。哎哎，放三天中间那天回来体检，擦	2	[['回家', '厌倦的', 'MotivatedByGoal']]	[1]
text_3790	我也不晓得到底杂回事，也许累了吧，疲了。	2	[]	[]
text_3791	方大同？录什么节目我今天冒在广电55555555	2	[['节目', '专门化应用', 'MotivatedByGoal'], ['节目', '制造误差', 'HasSubevent'], ['节目', '变得沮丧', 'HasSubevent'], ['节目', '改正有毛病部分', 'HasSubevent']]	[1, 1, 1, 1]
text_3792	过了一周没有网络的日子，上微博一看，恍如隔世啊	2	[['很难过', '过', 'MotivatedByGoal']]	[2]
text_3793	许基仁:吴大记者亲赴洛桑，新华体育坐等独家新闻了。	0	[]	[]
text_3794	孙宏斌表示，投资乐视要三五年才能见效，乐视电视是互联网品牌第一名，乐视影业也是中国最好的影业公司之一，乐视网还是A股上市公司，我看好这三块的前景。	1	[['努力打工赚钱', '电视', 'MotivatedByGoal'], ['努力读书', '第一名', 'Causes'], ['考了满分', '第一名', 'HasSubevent'], ['改进图像', '上市公司', 'MotivatedByGoal'], ['电视', '看海绵宝宝', 'Causes'], ['电视', '知识的增长', 'Causes'], ['电视', '看星光大道', 'UsedFor'], ['电视', '娱乐效果', 'Causes'], ['电视', '复杂昂贵且不灵活', 'HasProperty'], ['电视', '带来娱乐效果', 'CapableOf'], ['第一名', '开心到跳起来', 'Causes'], ['第一名', '很开心', 'Causes'], ['第一名', '觉得开心', 'Causes'], ['互联网', '与朋友聊天', 'MotivatedByGoal'], ['互联网', '发现色情', 'MotivatedByGoal'], ['互联网', '大量开发', 'HasSubevent'], ['互联网', '学习整洁的东西', 'HasSubevent'], ['互联网', '打开浏览器', 'HasSubevent'], ['互联网', '贡献四个方面的努力', 'HasSubevent'], ['互联网', '趣味性和信息性', 'MotivatedByGoal'], ['投资', '一大笔财富', 'MotivatedByGoal'], ['投资', '回报利润', 'CapableOf'], ['投资', '富有的生活', 'MotivatedByGoal'], ['最好', '动人的', 'Causes'], ['最好', '胜利的', 'Causes']]	[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
text_3795	乘了大概有40多分钟的环保车，才到木栈道台阶。	2	[['台阶', '平淡的', 'HasProperty'], ['台阶', '防侵蚀', 'UsedFor']]	[1, 1]
text_3796	原文评论[463]转发理由:乐视就是互联网时代功利心驱使下急于做大而自身只靠概念发家的一类企业缩影	2	[['联络电话', '互联网', 'AtLocation'], ['企业', '比其他座位贵', 'HasProperty'], ['企业', '比经济舱更贵', 'HasProperty'], ['企业', '比长途汽车贵', 'HasProperty'], ['心', '肌肉挛缩和松弛引起的抽搐足缘体', 'HasProperty']]	[2, 1, 1, 1, 1]
text_3797	一份文件显示，法院认为，申请人的申请符合法律规定，裁定结果为：冻结被申请人乐风移动香港有限公司、乐视移动智能信息技术（北京）有限公司、乐视控股（北京）有限公司、贾跃亭??	2	[['到达僵局', '认为', 'HasSubevent'], ['拼图', '认为', 'HasSubevent'], ['短暂的休息', '移动', 'HasSubevent'], ['绝对不可违背', '法律', 'HasSubevent'], ['认为', '控制爆炸', 'CapableOf'], ['移动', '嘲笑公共交通工具', 'HasSubevent'], ['移动', '阅读地图', 'HasSubevent'], ['移动', '与集团一起去', 'HasSubevent'], ['移动', '连接丢失', 'HasSubevent'], ['移动', '航班延误', 'HasSubevent'], ['移动', '失败的', 'HasSubevent'], ['法院', '不敢乱说话', 'HasSubevent'], ['法院', '有点紧张', 'HasSubevent']]	[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]
text_3798	没吃晚饭加班到现在才准备回家的人表示很悲摧	2	[['上班迟到', '加班', 'Causes'], ['不透明物体在任何光线下都有阴影', '现在', 'HasProperty'], ['受到挫折', '回家', 'Desires'], ['难过的人', '回家', 'Desires'], ['加班', '厌烦', 'Causes'], ['加班', '很难过', 'Causes'], ['回家', '厌倦的', 'MotivatedByGoal'], ['回家', '被绑架', 'MotivatedByGoal'], ['准备', '安心', 'Causes'], ['吃晚饭', '窒息的', 'HasSubevent']]	[2, 2, 2, 2, 1, 1, 1, 1, 1, 1]
text_3799	就是来例假原因,我痛得快死了,现在又38.3了.	2	[]	[]
text_3800	看古玩看建筑看风水........可看的太多了	1	[['古玩', '获取明天危险', 'CapableOf']]	[1]
text_3801	前门大街，也是很多美食的一条街，比如：全聚德，吴裕泰等等..	0	[]	[]
text_3802	算好日落时间，提前个一刻钟过去占位，跟太阳玩会摆pose，我们前后也就待了不到半小时。	1	[['好心情', '太阳', 'HasSubevent'], ['太阳', '在行星上生存的必需品', 'HasProperty'], ['太阳', '植物的温暖和能量', 'UsedFor'], ['太阳', '睁不开眼', 'HasSubevent'], ['日落', '更美丽的风景', 'HasProperty']]	[2, 1, 1, 1, 1]
text_3803	贵阳旅游官方微博:贵阳原创木偶剧水寨龙珠将参加国际木偶艺术节展演，该艺术节也被称为木偶届的奥运会。	0	[]	[]
text_3804	这他妈就是距离，真不上进efforts	2	[]	[]
text_3805	你是谁？知道我姓张的，我昨天刚刚才搞微博呀	2	[]	[]
text_3806	Ke--:忍不住了,不能不转(.使徒子	0	[]	[]
text_3807	国球天地:李武军伦敦奥运会上，采访者和被采访者的＂聚会＂。	0	[]	[]
text_3808	董卿卿国卿城官方微博Bauta趙春鵬	0	[]	[]
text_3809	我同其他女仔口味唔同。我就系好鬼钟意古牧。	1	[]	[]
text_3810	哈哈哈，不过我现在还没有发现它话痨的潜质	1	[['不成功的', '现在', 'SimilarTo'], ['打开礼物', '现在', 'Causes'], ['抒情诗', '话', 'SimilarTo'], ['现在', '感到幸福', 'CapableOf'], ['话', '重要意义', 'HasProperty']]	[2, 2, 2, 1, 1]
text_3811	很有老上海风味的一个景点，也算是一个地标建筑。	1	[['基督教教堂内的', '地标', 'UsedFor'], ['打开音响', '很', 'HasSubevent']]	[2, 2]
text_3812	狼主-涉川:那花脸现在北京京剧院。	0	[]	[]
text_3813	你也忒狠了吧。好歹让我捞出来回家洗洗睡成不？	2	[]	[]
text_3814	转发了贾大户的微博:先是IPO常态化，圈钱无止境。	2	[]	[]
text_3815	喔晓得啦貌似古墩路与文二路也有一家。	1	[]	[]
text_3816	131226直通春晚彩排华晨宇yu13张。	0	[]	[]
text_3817	前播放当年即将上映的中国电影预告片呢	1	[['庆祝', '播放', 'HasSubevent'], ['有乐趣', '播放', 'HasSubevent'], ['精力旺盛的', '播放', 'HasSubevent'], ['电影', '只适合成年人观看', 'HasProperty'], ['电影', '笑开怀', 'Causes'], ['电影', '描绘真实生活情景', 'CapableOf'], ['电影', '愉快的', 'HasProperty'], ['电影', '浪漫的', 'HasProperty'], ['电影', '有趣的招待', 'HasProperty'], ['电影', '娱乐用', 'HasProperty']]	[2, 2, 2, 1, 1, 1, 1, 1, 1, 1]
text_3818	你是谁，不做事么？最近那个半价活动取消了是么？	2	[['打手机', '做事', 'MotivatedByGoal']]	[2]
text_3819	每早人潮如织，大部分当地藏民善信，其余游客。	0	[]	[]
text_3820	交通方式：地铁二号线雍和宫站出站后往南走一点即到。	0	[]	[]
text_3821	对对,今天你我的那个美少女战士现在去看	1	[['不成功的', '现在', 'SimilarTo'], ['积极的人', '战士', 'CapableOf'], ['现在', '感到幸福', 'CapableOf'], ['战士', '作斗争', 'CapableOf'], ['战士', '带另一架战斗机的盒子', 'CapableOf'], ['战士', '战斗的敌人', 'CapableOf'], ['今天', '跨年的欢乐', 'AtLocation'], ['美少女', '买名牌', 'Desires'], ['美少女', '变聪明', 'CapableOf'], ['美少女', '喜欢漂亮衣服', 'CapableOf'], ['美少女', '用心保养', 'CapableOf'], ['美少女', '用心打扮', 'CapableOf'], ['美少女', '美好的事物', 'Desires'], ['美少女', '被人称赞', 'Desires']]	[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
text_3822	铜铸须弥山：雍和宫大殿前的庭院里，椭圆形汉白玉石座上的石池中。	0	[]	[]
text_3823	我是首映第二天去看的.嘿嘿不是今天哟亲	1	[]	[]
text_3824	只好给个5星了，虽然好像看不太懂，不明觉厉吧	1	[]	[]
text_3825	妈妈病了，周二晚上输液一直到周三上午，虽然陪在观察室里，但什么也做不了。	2	[['垂死的', '病', 'HasSubevent'], ['妈妈', '变成贵妇', 'Desires'], ['妈妈', '后悔嫁给爸爸', 'CapableOf'], ['妈妈', '讨厌你不睡觉', 'CapableOf'], ['妈妈', '跟爸爸吵架', 'CapableOf']]	[2, 1, 1, 1, 1]
text_3826	别打肿脸充老大，这年代只听上司指示，谁理熊二猫啊	2	[]	[]
text_3827	台北总统府在台湾日本殖民统治时期曾做为台北总统府。	0	[]	[]
text_3828	那我就顺便在你这里投放个广告，有意者私信联系呗	2	[]	[]
text_3829	不过，我知道的是蒙特利尔奥运会，留下的遗产是一笔还了几十年才还完的债务。	0	[]	[]
text_3830	水面架设了造型各异的小桥，人从桥上过如在荷中行。	0	[]	[]
text_3831	过年了，回家吧，年老的爸爸妈妈一直在等你。	1	[['过年', '回家团圆', 'HasSubevent'], ['过年', '跟朋友聚餐', 'HasSubevent'], ['过年', '在家等红包', 'HasSubevent'], ['过年', '收到红包', 'HasSubevent'], ['过年', '拿到红包', 'HasSubevent'], ['过年', '很开心', 'HasSubevent'], ['过年', '领红包', 'HasSubevent']]	[1, 1, 1, 1, 1, 1, 1]
text_3832	那个女孩儿是我粉丝，从4岁开始就粉我了，哈哈哈	1	[['粉丝', '主要用于赛马', 'AtLocation'], ['粉丝', '超自然的', 'HasProperty'], ['那个', '令人愉快的', 'HasProperty']]	[1, 1, 1]
text_3833	2015年第二次去了，这次是带着爸爸妈妈过去。	0	[]	[]
